0	Coast	2	4
674	dollar's	4	4
675	resiliency	4	4
676	,	4	4
677	he	4	4
678	said	4	4
679	.	4	4
680	Late	4	4
681	in	4	4
682	London	3	4
683	,	4	4
684	the	4	4
685	dollar	4	4
686	was	4	4
687	quoted	4	4
688	at	4	4
689	1.8410	2	0
690	West	1	4
691	German	1	4
692	marks	0	4
693	and	4	4
694	142.70	2	0
695	Japanese	1	4
696	yen	0	4
697	,	4	4
698	up	4	4
699	from	4	4
700	late	2	4
701	Monday	0	4
702	in	4	4
703	New	2	4
704	York	0	4
705	.	4	4
706	British	3	4
707	sterling	4	4
708	eased	4	4
709	to	4	4
710	$	2	4
711	1.5775	0	0
712	from	4	4
713	$	2	4
714	1.5825	0	0
715	.	4	4
716	When	4	4
717	U.S.	3	4
718	trading	4	4
719	began	4	4
720	,	4	4
721	Treasury	3	4
722	bonds	4	4
723	received	4	4
724	an	4	4
725	additional	4	4
726	boost	4	4
727	from	4	4
728	news	4	4
729	that	4	4
730	sales	4	4
731	of	4	4
732	new	4	4
733	single-family	4	4
734	homes	3	4
735	fell	4	4
736	14	2	4
737	%	0	4
738	in	4	4
739	September	3	4
740	.	4	4
741	The	4	4
742	contraction	4	4
743	was	4	4
744	twice	4	4
745	as	4	4
746	large	4	4
747	as	4	4
748	economists	3	4
749	projected	4	4
750	and	4	4
751	was	4	4
752	the	4	4
753	sharpest	4	4
754	decline	4	4
755	since	4	4
756	a	4	4
757	19	2	4
758	%	0	4
759	drop	4	4
760	in	4	4
761	January	2	4
762	1982	0	0
763	.	4	4
764	Economists	3	4
765	said	4	4
766	the	4	4
767	report	4	4
768	raised	4	4
769	speculation	4	4
770	that	4	4
771	the	4	4
772	economic	4	4
773	slowdown	4	4
774	could	4	4
775	turn	4	4
776	into	4	4
777	a	4	4
778	recession	4	4
779	,	4	4
780	which	4	4
781	would	4	4
782	pave	4	4
783	the	4	4
784	way	4	4
785	for	4	4
786	the	4	4
787	Federal	2	4
788	Reserve	0	4
789	to	4	4
790	lower	4	4
791	interest	4	4
792	rates	4	4
793	.	4	4
794	But	4	4
795	later	4	4
796	in	4	4
797	the	2	4
798	day	0	4
799	,	4	4
800	a	4	4
801	report	4	4
802	by	4	4
803	the	4	4
804	Purchasing	2	4
805	Management	1	4
806	Association	1	4
807	of	1	4
808	Chicago	0	4
809	cast	4	4
810	doubt	4	4
811	on	4	4
812	the	4	4
813	recession	4	4
814	scenario	4	4
815	.	4	4
816	The	4	4
817	association	3	4
818	said	4	4
819	its	4	4
820	October	3	4
821	index	4	4
822	of	4	4
823	economic	4	4
824	activity	4	4
825	rose	4	4
826	to	4	4
827	51.6	2	0
828	%	0	4
829	after	4	4
830	having	4	4
831	been	4	4
832	below	2	4
833	50	1	4
834	%	0	4
835	for	4	4
836	three	2	4
837	consecutive	1	4
838	months	0	4
839	.	4	4
840	A	4	4
841	reading	4	4
842	below	2	4
843	50	1	4
844	%	0	4
845	indicates	4	4
846	that	4	4
847	the	4	4
848	manufacturing	4	4
849	industry	4	4
850	is	4	4
851	slowing	4	4
852	while	4	4
853	a	4	4
854	reading	4	4
855	above	2	4
856	50	1	4
857	%	0	4
858	suggests	4	4
859	that	4	4
860	the	4	4
861	industry	4	4
862	is	4	4
863	expanding	4	4
864	.	4	4
865	Bond	4	4
866	prices	4	4
867	fell	4	4
868	after	4	4
869	the	4	4
870	Chicago	3	4
871	report	4	4
872	was	4	4
873	released	4	4
874	.	4	4
875	By	4	4
876	the	4	4
877	end	4	4
878	of	4	4
879	the	2	4
880	day	0	4
881	,	4	4
882	bond	4	4
883	prices	4	4
884	were	4	4
885	mixed	4	4
886	.	4	4
887	The	4	4
888	benchmark	4	4
889	30-year	3	4
890	bond	4	4
891	was	4	4
892	nearly	4	4
893	1/4	3	0
894	point	4	4
895	higher	4	4
896	,	4	4
897	or	4	4
898	up	4	4
899	about	2	4
900	$	1	4
901	2.50	0	0
902	for	4	4
903	each	4	4
904	$	2	4
905	1,000	0	0
906	face	4	4
907	amount	4	4
908	.	4	4
909	New	4	4
910	two-year	3	4
911	notes	4	4
912	ended	4	4
913	unchanged	4	4
914	while	4	4
915	three-year	3	4
916	and	4	4
917	four-year	3	4
918	notes	4	4
919	were	4	4
920	slightly	4	4
921	lower	4	4
922	.	4	4
923	Municipal	4	4
924	bonds	4	4
925	ended	4	4
926	unchanged	4	4
927	to	4	4
928	as	4	4
929	much	4	4
930	as	4	4
931	1/2	3	0
932	point	4	4
933	higher	4	4
934	while	4	4
935	mortgage-backed	4	4
936	securities	4	4
937	were	4	4
938	up	4	4
939	about	2	4
940	1/8	0	0
941	point	4	4
942	.	4	4
943	Corporate	4	4
944	bonds	4	4
945	were	4	4
946	unchanged	4	4
947	.	4	4
948	In	4	4
949	the	4	4
950	corporate	4	4
951	market	4	4
952	,	4	4
953	an	4	4
954	expected	4	4
955	debt	4	4
956	offering	4	4
957	today	3	4
958	by	4	4
959	International	2	4
960	Business	1	4
961	Machines	1	4
962	Corp.	0	0
963	generated	4	4
964	considerable	4	4
965	attention	4	4
966	.	4	4
967	The	4	4
968	giant	4	4
969	computer	4	4
970	maker	3	4
971	is	4	4
972	slated	4	4
973	to	4	4
974	offer	4	4
975	$	2	4
976	500	1	4
977	million	0	4
978	of	4	4
979	30-year	3	4
980	non-callable	4	4
981	debentures	4	4
982	through	4	4
983	underwriters	3	4
984	led	4	4
985	by	4	4
986	Salomon	2	4
987	Brothers	1	4
988	Inc	1	4
989	.	0	4
990	Traders	3	4
991	expect	4	4
992	the	4	4
993	bonds	4	4
994	to	4	4
995	yield	4	4
996	about	2	4
997	0.60	1	0
998	to	1	4
999	0.65	0	0
1000	percentage	4	4
1001	point	4	4
1002	above	4	4
1003	the	4	4
1004	Treasury	3	4
1005	's	4	4
1006	benchmark	4	4
1007	30-year	3	4
1008	bond	4	4
1009	,	4	4
1010	which	4	4
1011	ended	4	4
1012	Tuesday	3	4
1013	with	4	4
1014	a	4	4
1015	yield	4	4
1016	of	4	4
1017	about	2	4
1018	7.90	1	0
1019	%	0	4
1020	.	4	4
1021	The	4	4
1022	last	4	4
1023	time	4	4
1024	IBM	3	4
1025	tapped	4	4
1026	the	4	4
1027	corporate	4	4
1028	debt	4	4
1029	market	4	4
1030	was	4	4
1031	in	4	4
1032	April	2	4
1033	1988	0	0
1034	,	4	4
1035	when	4	4
1036	it	4	4
1037	offered	4	4
1038	$	2	4
1039	500	1	4
1040	million	0	4
1041	of	4	4
1042	debt	4	4
1043	securities	4	4
1044	.	4	4
1045	IBM	3	4
1046	's	4	4
1047	visits	4	4
1048	to	4	4
1049	the	4	4
1050	debt	4	4
1051	market	4	4
1052	are	4	4
1053	closely	4	4
1054	watched	4	4
1055	by	4	4
1056	treasurers	3	4
1057	at	4	4
1058	other	4	4
1059	corporations	3	4
1060	and	4	4
1061	by	4	4
1062	credit	4	4
1063	market	4	4
1064	analysts	3	4
1065	.	4	4
1066	Some	4	4
1067	analysts	3	4
1068	believe	4	4
1069	the	4	4
1070	company	3	4
1071	has	4	4
1072	the	4	4
1073	ability	4	4
1074	to	4	4
1075	pinpoint	4	4
1076	the	4	4
1077	trough	4	4
1078	in	4	4
1079	interest-rate	4	4
1080	cycles	4	4
1081	.	4	4
1082	In	4	4
1083	October	2	4
1084	1979	0	0
1085	,	4	4
1086	just	4	4
1087	days	3	4
1088	before	4	4
1089	the	4	4
1090	Federal	2	4
1091	Reserve	0	4
1092	raised	4	4
1093	interest	4	4
1094	rates	4	4
1095	,	4	4
1096	IBM	3	4
1097	offered	4	4
1098	$	2	4
1099	1	1	4
1100	billion	0	4
1101	in	4	4
1102	debt	4	4
1103	securities	4	4
1104	.	4	4
1105	The	4	4
1106	boost	4	4
1107	in	4	4
1108	rates	4	4
1109	sent	4	4
1110	IBM	3	4
1111	's	4	4
1112	bonds	4	4
1113	tumbling	4	4
1114	,	4	4
1115	leaving	4	4
1116	underwriters	3	4
1117	with	4	4
1118	millions	2	4
1119	of	1	4
1120	dollars	0	4
1121	of	4	4
1122	losses	4	4
1123	and	4	4
1124	triggering	4	4
1125	a	4	4
1126	sell-off	4	4
1127	in	4	4
1128	the	4	4
1129	overall	4	4
1130	market	4	4
1131	.	4	4
1132	The	4	4
1133	company	3	4
1134	``	4	4
1135	ca	4	4
1136	n't	4	4
1137	be	4	4
1138	bullish	4	4
1139	if	4	4
1140	they	4	4
1141	're	4	4
1142	doing	4	4
1143	a	4	4
1144	sizable	4	4
1145	30-year	3	4
1146	bullet	4	4
1147	,	4	4
1148	''	4	4
1149	said	4	4
1150	one	3	4
1151	analyst	3	4
1152	.	4	4
1153	Others	4	4
1154	said	4	4
1155	IBM	3	4
1156	might	4	4
1157	increase	4	4
1158	the	4	4
1159	size	4	4
1160	of	4	4
1161	the	4	4
1162	offering	4	4
1163	to	4	4
1164	as	4	4
1165	much	4	4
1166	as	4	4
1167	$	2	4
1168	1	1	4
1169	billion	0	4
1170	if	4	4
1171	investor	4	4
1172	demand	4	4
1173	is	4	4
1174	strong	4	4
1175	.	4	4
1176	The	4	4
1177	company	3	4
1178	has	4	4
1179	$	2	4
1180	1	1	4
1181	billion	0	4
1182	in	4	4
1183	debt	4	4
1184	filed	4	4
1185	with	4	4
1186	the	4	4
1187	Securities	2	4
1188	and	1	4
1189	Exchange	1	4
1190	Commission	0	4
1191	.	4	4
1192	``	4	4
1193	I	4	4
1194	think	4	4
1195	the	4	4
1196	$	2	4
1197	500	1	4
1198	million	0	4
1199	is	4	4
1200	a	4	4
1201	little	4	4
1202	bit	4	4
1203	of	4	4
1204	a	4	4
1205	fire	4	4
1206	drill	4	4
1207	,	4	4
1208	''	4	4
1209	said	4	4
1210	Jim	2	4
1211	Ednee	0	4
1212	,	4	4
1213	head	3	4
1214	of	4	4
1215	the	4	4
1216	industrial	4	4
1217	bond	4	4
1218	department	3	4
1219	at	4	4
1220	Drexel	2	4
1221	Burnham	1	4
1222	Lambert	1	4
1223	Inc	1	4
1224	.	0	4
1225	``	4	4
1226	I	4	4
1227	think	4	4
1228	as	4	4
1229	the	4	4
1230	pricing	4	4
1231	time	4	4
1232	arrives	4	4
1233	,	4	4
1234	the	4	4
1235	bonds	4	4
1236	will	4	4
1237	come	4	4
1238	a	4	4
1239	little	4	4
1240	richer	4	4
1241	and	4	4
1242	in	4	4
1243	a	4	4
1244	larger	4	4
1245	amount	4	4
1246	.	4	4
1247	''	4	4
1248	Treasury	3	4
1249	Securities	4	4
1250	Treasury	3	4
1251	prices	4	4
1252	ended	4	4
1253	mixed	4	4
1254	in	4	4
1255	light	4	4
1256	trading	4	4
1257	.	4	4
1258	The	4	4
1259	benchmark	4	4
1260	30-year	3	4
1261	bond	4	4
1262	was	4	4
1263	quoted	4	4
1264	late	4	4
1265	at	4	4
1266	102	2	4
1267	12/32	0	0
1268	to	4	4
1269	yield	4	4
1270	7.90	2	0
1271	%	0	4
1272	compared	4	4
1273	with	4	4
1274	102	2	4
1275	7/32	0	0
1276	to	4	4
1277	yield	4	4
1278	7.92	2	0
1279	%	0	4
1280	Monday	3	4
1281	.	4	4
1282	The	4	4
1283	latest	4	4
1284	10-year	3	4
1285	notes	4	4
1286	were	4	4
1287	unchanged	4	4
1288	at	4	4
1289	100	2	4
1290	16/32	0	0
1291	to	4	4
1292	yield	4	4
1293	7.904	2	0
1294	%	0	4
1295	.	4	4
1296	Short-term	4	4
1297	rates	4	4
1298	also	4	4
1299	were	4	4
1300	mixed	4	4
1301	.	4	4
1302	The	4	4
1303	discount	4	4
1304	rate	4	4
1305	on	4	4
1306	three-month	3	4
1307	Treasury	3	4
1308	bills	4	4
1309	rose	4	4
1310	slightly	4	4
1311	from	4	4
1312	the	4	4
1313	average	4	4
1314	rate	4	4
1315	at	4	4
1316	Monday	3	4
1317	's	4	4
1318	auction	4	4
1319	to	4	4
1320	7.79	2	0
1321	%	0	4
1322	for	4	4
1323	a	4	4
1324	bond-equivalent	4	4
1325	yield	4	4
1326	of	4	4
1327	8.04	2	0
1328	%	0	4
1329	.	4	4
1330	The	4	4
1331	discount	4	4
1332	rate	4	4
1333	on	4	4
1334	six-month	3	4
1335	Treasury	3	4
1336	bills	4	4
1337	fell	4	4
1338	slightly	4	4
1339	to	4	4
1340	7.60	2	0
1341	%	0	4
1342	for	4	4
1343	a	4	4
1344	bond-equivalent	4	4
1345	yield	4	4
1346	of	4	4
1347	7.99	2	0
1348	%	0	4
1349	.	4	4
1350	Corporate	4	4
1351	Issues	4	4
1352	Two	3	4
1353	junk	4	4
1354	bond	4	4
1355	issues	4	4
1356	were	4	4
1357	priced	4	4
1358	yesterday	3	4
1359	,	4	4
1360	including	4	4
1361	a	4	4
1362	scaled-backed	4	4
1363	offering	4	4
1364	by	4	4
1365	Beatrice	2	4
1366	Co	1	4
1367	.	0	4
1368	A	4	4
1369	spokesman	3	4
1370	for	4	4
1371	underwriters	3	4
1372	Salomon	2	4
1373	Brothers	1	4
1374	Inc.	0	0
1375	said	4	4
1376	Beatrice	3	4
1377	cut	4	4
1378	its	4	4
1379	high-yield	4	4
1380	offering	4	4
1381	to	4	4
1382	$	2	4
1383	251	1	4
1384	million	0	4
1385	from	4	4
1386	a	4	4
1387	planned	4	4
1388	$	2	4
1389	350	1	4
1390	million	0	4
1391	after	4	4
1392	it	4	4
1393	became	4	4
1394	clear	4	4
1395	the	4	4
1396	company	3	4
1397	would	4	4
1398	have	4	4
1399	to	4	4
1400	give	4	4
1401	investors	3	4
1402	higher	4	4
1403	yields	4	4
1404	.	4	4
1405	In	4	4
1406	the	4	4
1407	two	3	4
1408	-part	4	4
1409	offering	4	4
1410	,	4	4
1411	$	2	4
1412	151	1	4
1413	million	0	4
1414	of	4	4
1415	senior	4	4
1416	subordinated	4	4
1417	reset	4	4
1418	notes	4	4
1419	were	4	4
1420	priced	4	4
1421	at	4	4
1422	99.75	3	0
1423	and	4	4
1424	carried	4	4
1425	a	4	4
1426	rate	4	4
1427	of	4	4
1428	13	2	4
1429	3/4	1	0
1430	%	0	4
1431	,	4	4
1432	while	4	4
1433	the	2	4
1434	$	1	4
1435	100	1	4
1436	million	0	4
1437	of	4	4
1438	senior	4	4
1439	subordinated	4	4
1440	floating	4	4
1441	rate	4	4
1442	notes	4	4
1443	were	4	4
1444	priced	4	4
1445	to	4	4
1446	float	4	4
1447	at	4	4
1448	4.25	3	0
1449	percentage	4	4
1450	points	4	4
1451	above	4	4
1452	the	4	4
1453	London	4	4
1454	Interbank	4	4
1455	Offered	4	4
1456	Rate	4	4
1457	,	4	4
1458	or	4	4
1459	LIBOR	4	4
1460	.	4	4
1461	The	4	4
1462	one-year	3	4
1463	LIBOR	4	4
1464	rate	4	4
1465	yesterday	3	4
1466	was	4	4
1467	8	2	4
1468	7/16	1	0
1469	%	0	4
1470	.	4	4
1471	Since	4	4
1472	the	4	4
1473	recent	4	4
1474	deterioration	4	4
1475	of	4	4
1476	the	4	4
1477	junk-bond	4	4
1478	market	4	4
1479	,	4	4
1480	at	2	4
1481	least	1	4
1482	two	0	4
1483	other	4	4
1484	junk	4	4
1485	issuers	3	4
1486	have	4	4
1487	said	4	4
1488	they	4	4
1489	plan	4	4
1490	to	4	4
1491	scale	4	4
1492	back	4	4
1493	planned	4	4
1494	high-yield	4	4
1495	offerings	4	4
1496	,	4	4
1497	and	4	4
1498	several	4	4
1499	issues	4	4
1500	have	4	4
1501	been	4	4
1502	postponed	4	4
1503	.	4	4
1504	William	2	4
1505	Carmichael	0	4
1506	,	4	4
1507	Beatrice	3	4
1508	chief	2	4
1509	financial	1	4
1510	officer	0	4
1511	,	4	4
1512	said	4	4
1513	favorable	4	4
1514	market	4	4
1515	conditions	4	4
1516	in	4	4
1517	September	3	4
1518	prompted	4	4
1519	the	4	4
1520	company	3	4
1521	to	4	4
1522	plan	4	4
1523	more	4	4
1524	debt	4	4
1525	than	4	4
1526	necessary	4	4
1527	.	4	4
1528	``	4	4
1529	However	4	4
1530	,	4	4
1531	given	4	4
1532	the	4	4
1533	changes	4	4
1534	in	4	4
1535	the	4	4
1536	market	4	4
1537	conditions	4	4
1538	that	4	4
1539	have	4	4
1540	occurred	4	4
1541	since	4	4
1542	then	4	4
1543	,	4	4
1544	we	4	4
1545	decided	4	4
1546	to	4	4
1547	sell	4	4
1548	only	4	4
1549	the	4	4
1550	amount	4	4
1551	needed	4	4
1552	to	4	4
1553	proceed	4	4
1554	with	4	4
1555	our	4	4
1556	contemplated	4	4
1557	recapitalization	4	4
1558	,	4	4
1559	''	4	4
1560	he	4	4
1561	said	4	4
1562	.	4	4
1563	Under	4	4
1564	the	4	4
1565	firm	3	4
1566	's	4	4
1567	original	4	4
1568	bank	4	4
1569	credit	4	4
1570	agreement	4	4
1571	,	4	4
1572	it	4	4
1573	was	4	4
1574	required	4	4
1575	to	4	4
1576	raise	4	4
1577	$	2	4
1578	250	1	4
1579	million	0	4
1580	of	4	4
1581	subordinated	4	4
1582	debt	4	4
1583	to	4	4
1584	be	4	4
1585	used	4	4
1586	to	4	4
1587	repay	4	4
1588	some	4	4
1589	of	4	4
1590	the	4	4
1591	bank	4	4
1592	borrowings	4	4
1593	drawn	4	4
1594	to	4	4
1595	redeem	4	4
1596	$	2	4
1597	526.3	1	0
1598	million	0	4
1599	of	4	4
1600	increasing	4	4
1601	rate	4	4
1602	debentures	4	4
1603	in	4	4
1604	August	3	4
1605	.	4	4
1606	A	2	4
1607	month	1	4
1608	ago	0	4
1609	,	4	4
1610	when	4	4
1611	Beatrice	3	4
1612	first	3	4
1613	filed	4	4
1614	to	4	4
1615	sell	4	4
1616	debt	4	4
1617	,	4	4
1618	the	4	4
1619	company	3	4
1620	had	4	4
1621	planned	4	4
1622	to	4	4
1623	offer	4	4
1624	$	2	4
1625	200	1	4
1626	million	0	4
1627	of	4	4
1628	its	4	4
1629	senior	4	4
1630	subordinated	4	4
1631	reset	4	4
1632	notes	4	4
1633	at	4	4
1634	a	4	4
1635	yield	4	4
1636	of	4	4
1637	12	2	4
1638	3/4	1	0
1639	%	0	4
1640	.	4	4
1641	The	4	4
1642	$	2	4
1643	150	1	4
1644	million	0	4
1645	in	4	4
1646	senior	4	4
1647	subordinated	4	4
1648	floating-rate	4	4
1649	notes	4	4
1650	were	4	4
1651	targeted	4	4
1652	to	4	4
1653	be	4	4
1654	offered	4	4
1655	at	4	4
1656	a	4	4
1657	price	4	4
1658	to	4	4
1659	float	4	4
1660	four	3	4
1661	percentage	4	4
1662	points	4	4
1663	above	4	4
1664	the	4	4
1665	three-month	3	4
1666	LIBOR	4	4
1667	.	4	4
1668	By	4	4
1669	October	3	4
1670	,	4	4
1671	however	4	4
1672	,	4	4
1673	market	4	4
1674	conditions	4	4
1675	had	4	4
1676	deteriorated	4	4
1677	and	4	4
1678	the	4	4
1679	reset	4	4
1680	notes	4	4
1681	were	4	4
1682	targeted	4	4
1683	to	4	4
1684	be	4	4
1685	offered	4	4
1686	at	4	4
1687	a	4	4
1688	yield	4	4
1689	of	4	4
1690	between	2	4
1691	13	1	4
1692	1/4	1	0
1693	%	1	4
1694	and	1	4
1695	13	1	4
1696	1/2	1	0
1697	%	0	4
1698	.	4	4
1699	Mr.	4	0
1700	Carmichael	3	4
1701	said	4	4
1702	investors	3	4
1703	also	4	4
1704	demanded	4	4
1705	stricter	4	4
1706	convenants	4	4
1707	.	4	4
1708	Continental	2	4
1709	Cablevision	1	4
1710	Inc.	0	0
1711	,	4	4
1712	via	4	4
1713	underwriters	3	4
1714	at	4	4
1715	Morgan	2	4
1716	Stanley	0	4
1717	&	4	4
1718	Co.	4	0
1719	,	4	4
1720	priced	4	4
1721	$	2	4
1722	350	1	4
1723	million	0	4
1724	of	4	4
1725	junk	4	4
1726	bonds	4	4
1727	at	4	4
1728	par	4	4
1729	to	4	4
1730	yield	4	4
1731	12	2	4
1732	7/8	1	0
1733	%	0	4
1734	.	4	4
1735	Mortgage-Backed	4	4
1736	Securities	4	4
1737	J.C.	2	4
1738	Penney	0	4
1739	&	4	4
1740	Co.	4	0
1741	issued	4	4
1742	$	2	4
1743	350	1	4
1744	million	0	4
1745	of	4	4
1746	securities	4	4
1747	backed	4	4
1748	by	4	4
1749	credit-card	4	4
1750	receivables	4	4
1751	.	4	4
1752	The	4	4
1753	securities	4	4
1754	were	4	4
1755	priced	4	4
1756	at	4	4
1757	99.1875	3	0
1758	to	4	4
1759	yield	4	4
1760	about	2	4
1761	9.19	1	0
1762	%	0	4
1763	.	4	4
1764	Underwriters	3	4
1765	at	4	4
1766	First	2	4
1767	Boston	1	4
1768	Corp.	0	0
1769	said	4	4
1770	the	4	4
1771	J.C.	2	4
1772	Penney	0	4
1773	credit-card	4	4
1774	securities	4	4
1775	are	4	4
1776	the	4	4
1777	first	3	4
1778	with	4	4
1779	a	4	4
1780	10-year	3	4
1781	average	4	4
1782	life	4	4
1783	,	4	4
1784	which	4	4
1785	is	4	4
1786	much	4	4
1787	longer	4	4
1788	than	4	4
1789	previous	4	4
1790	such	4	4
1791	issues	4	4
1792	.	4	4
1793	Elsewhere	4	4
1794	,	4	4
1795	Ginnie	2	4
1796	Mae	0	4
1797	's	4	4
1798	9	2	4
1799	%	0	4
1800	issue	4	4
1801	for	4	4
1802	November	3	4
1803	delivery	4	4
1804	was	4	4
1805	quoted	4	4
1806	at	4	4
1807	98	2	4
1808	18/32	0	0
1809	bid	4	4
1810	,	4	4
1811	up	4	4
1812	5/32	3	0
1813	from	4	4
1814	late	2	4
1815	Monday	0	4
1816	,	4	4
1817	to	4	4
1818	yield	4	4
1819	about	2	4
1820	9.333	1	0
1821	%	0	4
1822	to	4	4
1823	a	4	4
1824	12-year	3	4
1825	average	4	4
1826	life	4	4
1827	assumption	4	4
1828	.	4	4
1829	Freddie	2	4
1830	Mac	0	4
1831	's	4	4
1832	9	2	4
1833	1/2	1	0
1834	%	0	4
1835	issue	4	4
1836	was	4	4
1837	quoted	4	4
1838	at	4	4
1839	99	2	4
1840	20/32	0	0
1841	,	4	4
1842	up	4	4
1843	3/32	3	0
1844	from	4	4
1845	Monday	3	4
1846	.	4	4
1847	Fannie	2	4
1848	Mae	0	4
1849	's	4	4
1850	9	2	4
1851	%	0	4
1852	issue	4	4
1853	was	4	4
1854	at	4	4
1855	98	2	4
1856	7/32	0	0
1857	,	4	4
1858	up	4	4
1859	1/8	3	0
1860	.	4	4
1861	On	4	4
1862	the	4	4
1863	pricing	4	4
1864	front	4	4
1865	,	4	4
1866	an	4	4
1867	11	3	4
1868	-class	4	4
1869	issue	4	4
1870	of	4	4
1871	$	2	4
1872	500	1	4
1873	million	0	4
1874	Federal	2	4
1875	Home	1	4
1876	Loan	1	4
1877	Mortgage	1	4
1878	Corp	1	4
1879	.	0	4
1880	Remic	4	4
1881	mortgage	4	4
1882	securities	4	4
1883	was	4	4
1884	launched	4	4
1885	by	4	4
1886	a	4	4
1887	Morgan	2	4
1888	Stanley	0	4
1889	group	3	4
1890	.	4	4
1891	The	4	4
1892	offering	4	4
1893	is	4	4
1894	backed	4	4
1895	by	4	4
1896	Freddie	2	4
1897	Mac	0	4
1898	's	4	4
1899	10	2	4
1900	%	0	4
1901	issue	4	4
1902	with	4	4
1903	a	4	4
1904	weighted	4	4
1905	average	4	4
1906	term	4	4
1907	to	4	4
1908	maturity	4	4
1909	of	4	4
1910	29.583	2	0
1911	months	0	4
1912	.	4	4
1913	Municipal	4	4
1914	Issues	4	4
1915	Municipal	4	4
1916	bonds	4	4
1917	were	4	4
1918	little	4	4
1919	changed	4	4
1920	to	4	4
1921	1/2	3	0
1922	point	4	4
1923	higher	4	4
1924	in	4	4
1925	late	4	4
1926	dealings	4	4
1927	.	4	4
1928	``	4	4
1929	We	4	4
1930	were	4	4
1931	oversold	4	4
1932	and	4	4
1933	today	3	4
1934	we	4	4
1935	bounced	4	4
1936	back	4	4
1937	.	4	4
1938	Some	4	4
1939	accounts	4	4
1940	came	4	4
1941	in	4	4
1942	for	4	4
1943	some	4	4
1944	blocks	4	4
1945	in	4	4
1946	the	4	4
1947	secondary	4	4
1948	-LCB-	4	4
1949	market	4	4
1950	-RCB-	4	4
1951	,	4	4
1952	which	4	4
1953	we	4	4
1954	have	4	4
1955	n't	4	4
1956	seen	4	4
1957	for	4	4
1958	a	4	4
1959	while	4	4
1960	,	4	4
1961	''	4	4
1962	said	4	4
1963	one	3	4
1964	trader	3	4
1965	.	4	4
1966	``	4	4
1967	There	4	4
1968	were	4	4
1969	no	4	4
1970	-LCB-	4	4
1971	sell	4	4
1972	-RCB-	4	4
1973	lists	4	4
1974	and	4	4
1975	the	4	4
1976	calendar	4	4
1977	is	4	4
1978	lightening	4	4
1979	up	4	4
1980	a	4	4
1981	bit	4	4
1982	.	4	4
1983	There's	4	4
1984	light	4	4
1985	at	4	4
1986	the	4	4
1987	end	4	4
1988	of	4	4
1989	the	4	4
1990	tunnel	3	4
1991	for	4	4
1992	municipals	4	4
1993	,	4	4
1994	''	4	4
1995	he	4	4
1996	said	4	4
1997	,	4	4
1998	adding	4	4
1999	that	4	4
2000	he	4	4
2001	expects	4	4
2002	prices	4	4
2003	to	4	4
2004	``	4	4
2005	inch	4	4
2006	up	4	4
2007	''	4	4
2008	in	4	4
2009	the	4	4
2010	near	4	4
2011	term	4	4
2012	.	4	4
2013	The	4	4
2014	market's	4	4
2015	tone	4	4
2016	improved	4	4
2017	after	4	4
2018	Monday	3	4
2019	's	4	4
2020	pricing	4	4
2021	of	4	4
2022	$	2	4
2023	813	1	4
2024	million	0	4
2025	New	2	4
2026	York	1	4
2027	City	0	4
2028	general	4	4
2029	obligation	4	4
2030	bonds	4	4
2031	.	4	4
2032	The	4	4
2033	issue's	4	4
2034	smooth	4	4
2035	absorption	4	4
2036	eased	4	4
2037	fears	4	4
2038	that	4	4
2039	supply	4	4
2040	would	4	4
2041	overwhelm	4	4
2042	demand	4	4
2043	in	4	4
2044	coming	4	4
2045	sessions	4	4
2046	,	4	4
2047	traders	3	4
2048	said	4	4
2049	.	4	4
2050	Demand	4	4
2051	for	4	4
2052	the	4	4
2053	bonds	4	4
2054	was	4	4
2055	strong	4	4
2056	enough	4	4
2057	to	4	4
2058	permit	4	4
2059	underwriters	3	4
2060	to	4	4
2061	trim	4	4
2062	some	4	4
2063	yields	4	4
2064	in	4	4
2065	the	4	4
2066	tax-exempt	4	4
2067	portion	4	4
2068	of	4	4
2069	the	4	4
2070	offering	4	4
2071	late	4	4
2072	Monday	3	4
2073	.	4	4
2074	A	4	4
2075	two	3	4
2076	-part	4	4
2077	$	2	4
2078	75.1	1	0
2079	million	0	4
2080	offering	4	4
2081	of	4	4
2082	wastewater	4	4
2083	treatment	4	4
2084	bonds	4	4
2085	by	4	4
2086	the	4	4
2087	New	2	4
2088	Jersey	1	4
2089	Wastewater	1	4
2090	Treatment	1	4
2091	Trust	0	4
2092	was	4	4
2093	more	4	4
2094	than	4	4
2095	half	3	4
2096	sold	4	4
2097	by	4	4
2098	late	4	4
2099	in	4	4
2100	the	4	4
2101	session	4	4
2102	,	4	4
2103	according	4	4
2104	to	4	4
2105	lead	4	4
2106	underwriter	3	4
2107	Merrill	2	4
2108	Lynch	1	4
2109	Capital	1	4
2110	Markets	0	4
2111	.	4	4
2112	The	4	4
2113	debt	4	4
2114	was	4	4
2115	reoffered	4	4
2116	priced	4	4
2117	to	4	4
2118	yield	4	4
2119	from	4	4
2120	6	2	4
2121	%	0	4
2122	in	4	4
2123	1991	3	0
2124	to	4	4
2125	7.15	2	0
2126	%	0	4
2127	in	4	4
2128	2008-2009	3	4
2129	.	4	4
2130	Foreign	4	4
2131	Bonds	4	4
2132	Most	4	4
2133	foreign	4	4
2134	government	4	4
2135	bonds	4	4
2136	markets	4	4
2137	were	4	4
2138	quiet	4	4
2139	.	4	4
